天下雜誌	http://www.youtube.com/user/CWTV
商業周刊	http://www.youtube.com/user/bwnet
遠見雜誌	http://www.youtube.com/user/gvm2517
Cheers快樂工作人	http://www.youtube.com/view_play_list?p=yYI2fZBFmkKnvlGQovlf_JyLxDSdrEN1
經理人月刊	https://www.youtube.com/channel/UCqDBnzfDaKrth6mfMlUuGPQ
30雜誌	http://www.youtube.com/user/30monthly
Cheers 60秒專訪系列	http://www.youtube.com/view_play_list?p=yYI2fZBFmkKqBZgGyzIaJy0Q5_bDwFai
商業周刊 銷售天王專訪系列	http://www.youtube.com/view_play_list?p=1D88AACABAF013A5
天下文化	http://www.youtube.com/user/cwgv
TaipeiWalker	http://www.youtube.com/user/kadokawa2010
mobile01	http://www.youtube.com/user/mobile01
康健雜誌	http://www.youtube.com/view_play_list?p=yYI2fZBFmkL4e0-sIxoNruJesMvwjykp
設計家	http://www.youtube.com/user/searchomeTV
空中英語教室	https://www.youtube.com/channel/UCqQ16nrVsO5Np9L24EnNstg
食尚玩家雙周刊	http://www.youtube.com/user/SUPERTASTEVIDEO
Life樂生活	https://www.youtube.com/user/WeAreMERRYWOW/videos
潮流COOL	https://www.youtube.com/channel/UC6_IldTdVtb9PWsRt7NpAoQ
VOGUETV Taiwan	http://www.youtube.com/user/voguetvtaiwan
女人我最大	http://www.youtube.com/user/tvbswomen
ELLE Taiwan Editors	http://www.youtube.com/user/elletw123
雜誌愛女生	http://www.youtube.com/user/wantctwgirl
bella 儂儂	http://www.youtube.com/user/nongnongmagazine
皖美誌	http://www.youtube.com/user/artistvmJun
UNIQLO TAIWAN	https://www.youtube.com/channel/UCnhbHFASF1aaCMqqxtIlu4w
Taiwan GQ TV	http://www.youtube.com/user/gqtaiwan
GO車誌	http://www.youtube.com/user/buycartv
【終生超跑Channel】	http://www.youtube.com/channel/UCjzCc3gYxyWp-JIeuBStw2w
WorldClassDriving	https://www.youtube.com/user/WorldClassDriving/videos
一手車訊+改裝車訊	http://www.youtube.com/user/carcarnews
汽車線上情報誌	http://www.youtube.com/user/autoonline
行車紀錄趣	http://www.youtube.com/user/OurLoveForMotion